COMPANY_CODE,SAKNR,TXT50,货币,部门,已结转余额,前一期间的余额,DMBTR_DEBIT,DMBTR_CREDIT,累计余额
4110,1604000000,在建工程,CNY,,"          1,406,386.01",                  0.00,328645.88,0.0,"          1,735,031.89"
4110,1606000000,固定资产清理,CNY,,                  0.00,                  0.00,860265.53,860265.53,                  0.00
4110,1701050000,无形资产-土地使用权,CNY,,"          2,228,247.22",                  0.00,0.0,0.0,"          2,228,247.22"
4110,1701070000,无形资产-软件,CNY,,"         14,006,510.77",                  0.00,0.0,0.0,"         14,006,510.77"
4110,1702050000,累计摊销-土地使用权,CNY,,"-798,796.60",                  0.00,0.0,18564.29,"-817,360.89"
4110,1702070000,累计摊销-软件,CNY,,"-5,852,555.38",                  0.00,0.0,481326.4,"-6,333,881.78"
4110,1703070000,无形资产-减值准备-软件,CNY,,"-444,860.92",                  0.00,0.0,0.0,"-444,860.92"
4110,1801010000,长期待摊费用-装修及转让费,CNY,,"            203,848.59",                  0.00,0.0,62021.45,"            141,827.14"
4110,1811010000,递延所得税资产-坏账准备-应收账款,CNY,,"             17,192.72",                  0.00,1721.8,0.0,"             18,914.52"
4110,1811020000,递延所得税资产-坏账准备-其他应收款,CNY,,"            101,396.57",                  0.00,9888.63,0.0,"            111,285.20"
4110,1811030000,递延所得税资产-固定资产减值准备,CNY,,"          1,001,164.58",                  0.00,0.0,0.0,"          1,001,164.58"
4110,1811040000,递延所得税资产-无形资产减值准备,CNY,,"            111,215.23",                  0.00,0.0,0.0,"            111,215.23"
4110,1811070000,递延所得税资产-租赁负债,CNY,,"            197,175.37",                  0.00,1967.18,0.0,"            199,142.55"
4110,1901010000,待处理财产损溢-待处理流动资产损溢,CNY,,                  0.00,                  0.00,255192.71,255192.71,                  0.00
4110,2201010000,应付票据-商业承兑汇票,CNY,,"-10,000.00",                  0.00,0.0,0.0,"-10,000.00"
4110,2202010000,应付账款-应付货款,CNY,,"-81,970,144.06",                  0.00,438639830.12,466024105.66,"-109,354,419.60"
4110,2202030100,应付账款-暂估GR/IR,CNY,,"-19,095,285.17",                  0.00,597533016.04,599973940.6,"-21,536,209.73"
4110,2203010000,预收账款-预收货款,CNY,,"-263,664.28",                  0.00,364535.87,305497.78,"-204,626.19"
4110,2204020000,租赁负债-租赁付款额,CNY,,"-839,573.81",                  0.00,0.0,0.0,"-839,573.81"
4110,2204030000,租赁负债-未确认融资费用,CNY,,"             50,872.32",                  0.00,0.0,12179.59,"             38,692.73"
4110,2211010000,应付职工薪酬-短期薪酬-工资,CNY,,"-10,655,807.26",                  0.00,28094161.6,24169630.55,"-6,731,276.21"
4110,2211020000,应付职工薪酬-短期薪酬-职工福利费,CNY,,                  0.00,                  0.00,1899500.53,1899500.53,                  0.00
4110,2211030100,短期薪酬-社会保险费-基本医疗保险费,CNY,,                  0.00,                  0.00,1101892.14,1101892.14,                  0.00
4110,2211030200,短期薪酬-社会保险费-基本养老保险费,CNY,,                  0.00,                  0.00,2705969.5,2705969.5,                  0.00
4110,2211030400,短期薪酬-社会保险费-失业保险费,CNY,,                  0.00,                  0.00,117913.63,117913.63,                  0.00
4110,2211030500,短期薪酬-社会保险费-工伤保险费,CNY,,                  0.00,                  0.00,94800.7,94800.7,                  0.00
4110,2211030600,短期薪酬-社会保险费-生育保险费,CNY,,                  0.00,                  0.00,251031.31,251031.31,                  0.00
4110,2211039900,短期薪酬-社会保险费-综合保险费,CNY,,                  0.00,                  0.00,15550.06,15550.06,                  0.00
4110,2211040000,应付职工薪酬-短期薪酬-住房公积金,CNY,,                  0.00,                  0.00,383438.0,383438.0,                  0.00
4110,2211050000,应付职工薪酬-短期薪酬-工会经费,CNY,,"-2,758,891.16",                  0.00,562410.74,566111.95,"-2,762,592.37"
4110,2211060000,应付职工薪酬-短期薪酬-职工教育经费,CNY,,"-933,173.15",                  0.00,99728.54,424584.11,"-1,258,028.72"
4110,2211070100,短期薪酬-非货币性福利-自产品发放,CNY,,                  0.00,                  0.00,92144.49,92144.49,                  0.00
4110,2211070200,短期薪酬-非货币性福利-外购商品发放,CNY,,                  0.00,                  0.00,5057.89,5057.89,                  0.00
4110,2211080000,应付职工薪酬-辞退福利,CNY,,                  0.00,                  0.00,95000.0,95000.0,                  0.00
4110,2221010000,应交税费-应交企业所得税,CNY,,"-9,763,801.13",                  0.00,16603464.67,10507073.27,"-3,667,409.73"
4110,2221020000,应交税费-应交个人所得税,CNY,,"-68,619.02",                  0.00,650584.78,632678.63,"-50,712.87"
4110,2221030101,应交税费-应交增值税-进项税额（17%）,CNY,,"        165,294,519.43",                  0.00,0.0,0.0,"        165,294,519.43"
4110,2221030102,应交税费-应交增值税-进项税额（13%）,CNY,,"        389,628,870.63",                  0.00,28927301.55,20067.4,"        418,536,104.78"
4110,2221030103,应交税费-应交增值税-进项税额（7%）,CNY,,"            487,042.35",                  0.00,0.0,0.0,"            487,042.35"
4110,2221030104,应交税费-应交增值税-进项税额（6%）,CNY,,"         22,280,202.94",                  0.00,2359727.47,0.0,"         24,639,930.41"
4110,2221030106,应交税费-应交增值税-进项税额（3%）,CNY,,"          2,684,899.43",                  0.00,129394.09,2.61,"          2,814,290.91"
4110,2221030107,应交税费-应交增值税-进项税额（11%）,CNY,,"         10,110,778.92",                  0.00,0.0,0.0,"         10,110,778.92"
4110,2221030108,应交税费-应交增值税-进项税额（5%）,CNY,,"            228,715.71",                  0.00,2231.77,0.0,"            230,947.48"
4110,2221030109,应交税费-应交增值税-进项税额（10%）,CNY,,"         10,292,754.68",                  0.00,0.0,0.0,"         10,292,754.68"
4110,2221030110,应交税费-应交增值税-进项税额（16%）,CNY,,"         30,636,406.19",                  0.00,0.0,0.0,"         30,636,406.19"
4110,2221030111,应交税费-应交增值税-进项税额（9%）,CNY,,"        205,887,427.03",                  0.00,14015743.15,0.0,"        219,903,170.18"
4110,2221030112,应交税费-应交增值税进项税-交通费9%,CNY,,"            151,858.10",                  0.00,793.16,0.0,"            152,651.26"
4110,2221030113,应交税费-应交增值税进项税-交通费3%,CNY,,"              7,068.41",                  0.00,316.44,0.0,"              7,384.85"
4110,2221030201,应交税费-应交增值税-销项税额（17%）,CNY,,"-207,075,076.63",                  0.00,0.0,0.0,"-207,075,076.63"
4110,2221030202,应交税费-应交增值税-销项税额（13%）,CNY,,"-455,503,516.46",                  0.00,5659953.26,41733554.72,"-491,577,117.92"
4110,2221030204,应交税费-应交增值税-销项税额（6%）,CNY,,"-88,394.25",                  0.00,0.0,23059.78,"-111,454.03"
4110,2221030206,应交税费-应交增值税-销项税额（11%）,CNY,,"-11,384,303.31",                  0.00,0.0,0.0,"-11,384,303.31"
4110,2221030208,应交税费-应交增值税-销项税额（16%）,CNY,,"-35,989,444.72",                  0.00,0.0,0.0,"-35,989,444.72"
4110,2221030209,应交税费-应交增值税-销项税额（10%）,CNY,,"-15,275,624.49",                  0.00,0.0,0.0,"-15,275,624.49"
4110,2221030210,应交税费-应交增值税-销项税额（9%）,CNY,,"-302,058,256.81",                  0.00,4350445.14,26145289.98,"-323,853,101.65"
4110,2221030400,应交税费-应交增值税（转出未交增值税）,CNY,,"        198,528,224.90",                  0.00,12675425.09,0.0,"        211,203,649.99"
4110,2221030500,应交税费-应交增值税（转出多交增值税）,CNY,,"-2,227,037.80",                  0.00,0.0,0.0,"-2,227,037.80"
4110,2221030600,应交税费-应交增值税（进项税额转出）,CNY,,"-6,823,274.25",                  0.00,0.0,199356.63,"-7,022,630.88"
4110,2221030700,应交税费-应交增值税（减免税款）,CNY,,"            206,160.00",                  0.00,0.0,0.0,"            206,160.00"
4110,2221040000,应交税费-未交增值税,CNY,,"-3,123,063.36",                  0.00,12788938.78,12675425.09,"-3,009,549.67"
4110,2221060000,应交税费-应交城市维护建设税,CNY,,"-218,614.43",                  0.00,895284.1,887338.15,"-210,668.48"
4110,2221070000,应交税费-应交车船使用税,CNY,,                  0.00,                  0.00,720.0,720.0,                  0.00
4110,2221080000,应交税费-应交房产税,CNY,,"-162,521.61",                  0.00,325089.61,271008.49,"-108,440.49"
4110,2221090000,应交税费-应交土地使用税,CNY,,"-58,327.38",                  0.00,116654.76,97212.3,"-38,884.92"
4110,2221110000,应交税费-教育费附加,CNY,,"-93,691.89",                  0.00,383693.19,380287.79,"-90,286.49"
4110,2221120000,应交税费-地方教育费附加,CNY,,"-62,461.27",                  0.00,255795.46,253525.18,"-60,190.99"
4110,2221140000,应交税费-水利基金,CNY,,                  0.00,                  0.00,7668.9,7668.9,                  0.00
4110,2221150000,应交税费-印花税,CNY,,"-160,296.13",                  0.00,324344.22,264045.71,"-99,997.62"
4110,2221250000,应交税费-应交环境保护税,CNY,,"-8,217.56",                  0.00,17704.36,14929.11,"-5,442.31"
4110,2221310000,应交税费-简易计税,CNY,,                  0.00,                  0.00,834.29,834.29,                  0.00
4110,2232000000,应付股利,CNY,,"-275,527.50",                  0.00,0.0,75000000.0,"-75,275,527.50"
4110,2241010000,其他应付款-员工,CNY,,"-2,001.68",                  0.00,3425053.13,3001101.78,"            421,949.67"
4110,2241040000,其他应付款-内部往来,CNY,,"        151,548,347.96",                  0.00,613177251.74,647098092.07,"        117,627,507.63"
4110,2241070000,其他应付款-其他,CNY,,"-38,720,012.56",                  0.00,11906828.25,15611860.82,"-42,425,045.13"
4110,2241080000,其他应付款-考核基金,CNY,,"-41,400.00",                  0.00,21680.0,55080.0,"-74,800.00"
4110,2241090000,其他应付款-保证金,CNY,,"-486,157.77",                  0.00,100000.0,100000.0,"-486,157.77"
4110,2241140000,其他应付款-工程设备质保金,CNY,,"-758,918.69",                  0.00,203014.3,320967.9,"-876,872.29"
4110,2401000000,递延收益-政府补助,CNY,,"-3,827,061.83",                  0.00,250428.97,0.0,"-3,576,632.86"
4110,2901010000,递延所得税负债-使用权资产,CNY,,"-277,052.35",                  0.00,25799.57,0.0,"-251,252.78"
4110,4001000000,实收资本（股本）,CNY,,"-60,000,000.00",                  0.00,0.0,0.0,"-60,000,000.00"
4110,4101010000,盈余公积-法定盈余公积,CNY,,"-30,000,000.00",                  0.00,0.0,0.0,"-30,000,000.00"
4110,4104040000,利润分配-应付现金股利或利润,CNY,,                  0.00,                  0.00,75000000.0,75000000.0,                  0.00
4110,4104080000,利润分配-未分配利润,CNY,,"-78,041,236.66",                  0.00,75000000.0,0.0,"-3,041,236.66"
4110,5001010000,生产成本-原辅料,CNY,,                  0.00,                  0.00,312284211.04,28584.93,"        312,255,626.11"
4110,5001020000,生产成本-包装物,CNY,,                  0.00,                  0.00,92567859.25,12154.33,"         92,555,704.92"
4110,5001030000,生产成本-成品,CNY,,                  0.00,                  0.00,7325416.33,475113337.32,"-467,787,920.99"
4110,5001040000,生产成本-半成品,CNY,,                  0.00,                  0.00,616010861.53,596445567.75,"         19,565,293.78"
4110,6001000000,主营业务收入,CNY,,                  0.00,                  0.00,91977211.84,603546878.24,"-511,569,666.40"
4110,6051010000,其他业务收入-废旧物资收入,CNY,,                  0.00,                  0.00,0.0,152937.98,"-152,937.98"
4110,6051030000,其他业务收入-销售材料收入,CNY,,                  0.00,                  0.00,13471.0,3144520.68,"-3,131,049.68"
4110,6051070000,其他业务收入-出租固定资产,CNY,,                  0.00,                  0.00,0.0,16685.71,"-16,685.71"
4110,6051140000,其他业务收入-非乳制品销售收入,CNY,,                  0.00,                  0.00,1444.43,104231.78,"-102,787.35"
4110,6051990000,其他业务收入-其他,CNY,,                  0.00,                  0.00,0.0,419492.74,"-419,492.74"
4110,6301010000,营业外收入-罚没收入,CNY,,                  0.00,                  0.00,0.0,78983.18,"-78,983.18"
4110,6301990000,营业外收入-其他,CNY,,                  0.00,                  0.00,0.0,21843.51,"-21,843.51"
4110,6401000000,主营业务成本,CNY,,                  0.00,                  0.00,467665958.02,93446268.17,"        374,219,689.85"
4110,6402020000,其他业务成本-材料销售成本,CNY,,                  0.00,                  0.00,4171714.65,1119880.41,"          3,051,834.24"
4110,6402030000,其他业务成本-出租固定资产的折旧额,CNY,,                  0.00,                  0.00,1926.52,0.0,"              1,926.52"
4110,6402090000,其他业务成本-非乳制品销售成本,CNY,,                  0.00,                  0.00,40510.97,0.0,"             40,510.97"
4110,6402990000,其他业务成本-其他,CNY,,                  0.00,                  0.00,4881.6,0.0,"              4,881.60"
4110,6405010000,税金及附加,CNY,,                  0.00,                  0.00,2176735.63,0.0,"          2,176,735.63"
4110,6501020000,价格重估差异,CNY,,                  0.00,                  0.00,215849198.22,215849198.22,                  0.00
4110,6501040100,其他收益-政府补助,CNY,,                  0.00,                  0.00,0.0,575984.86,"-575,984.86"
4110,6501050000,资产处置收益-固定资产,CNY,,                  0.00,                  0.00,18506.1,15515.2,"              2,990.90"
4110,6601010100,工资,CNY,,                  0.00,                  0.00,22954081.9,0.0,"         22,954,081.90"
4110,6601010200,职工福利,CNY,,                  0.00,                  0.00,2010054.66,16359.32,"          1,993,695.34"
4110,6601010300,工会经费,CNY,,                  0.00,                  0.00,566111.95,0.0,"            566,111.95"
4110,6601010400,职工教育经费,CNY,,                  0.00,                  0.00,424584.11,0.0,"            424,584.11"
4110,6601010501,基本医疗保险费,CNY,,                  0.00,                  0.00,1039433.9,0.0,"          1,039,433.90"
4110,6601010502,基本养老保险费,CNY,,                  0.00,                  0.00,2552311.0,0.0,"          2,552,311.00"
4110,6601010504,失业保险费,CNY,,                  0.00,                  0.00,111329.68,0.0,"            111,329.68"
4110,6601010505,工伤保险费,CNY,,                  0.00,                  0.00,89315.58,0.0,"             89,315.58"
4110,6601010506,生育保险费,CNY,,                  0.00,                  0.00,237183.65,0.0,"            237,183.65"
4110,6601010507,综合保险费,CNY,,                  0.00,                  0.00,15550.06,0.0,"             15,550.06"
4110,6601010600,住房公积金,CNY,,                  0.00,                  0.00,364690.38,0.0,"            364,690.38"
4110,6601010700,辞退福利,CNY,,                  0.00,                  0.00,95000.0,0.0,"             95,000.00"
4110,6601020000,办公费,CNY,,                  0.00,                  0.00,100594.91,0.0,"            100,594.91"
4110,6601030000,修理费,CNY,,                  0.00,                  0.00,3954771.95,5841.4,"          3,948,930.55"
4110,6601040000,差旅费,CNY,,                  0.00,                  0.00,424242.47,0.0,"            424,242.47"
4110,6601050100,邮电费-邮寄费,CNY,,                  0.00,                  0.00,43749.29,0.0,"             43,749.29"
4110,6601050200,邮电费-手机费,CNY,,                  0.00,                  0.00,40103.01,0.0,"             40,103.01"
4110,6601050300,邮电费-座机费,CNY,,                  0.00,                  0.00,1863.86,0.0,"              1,863.86"
4110,6601060000,物料及低值易耗品,CNY,,                  0.00,                  0.00,3725389.59,285210.25,"          3,440,179.34"
4110,6601070000,折旧费,CNY,,                  0.00,                  0.00,8480483.4,1926.52,"          8,478,556.88"
4110,6601080110,运输费-仓储,CNY,,                  0.00,                  0.00,1851018.03,0.0,"          1,851,018.03"
4110,6601080200,运输费-外部,CNY,,                  0.00,                  0.00,21919605.63,0.0,"         21,919,605.63"
4110,6601080300,运输费-装卸费,CNY,,                  0.00,                  0.00,630849.67,0.0,"            630,849.67"
4110,6601080400,运输费-送奶员费用,CNY,,                  0.00,                  0.00,95783.0,0.0,"             95,783.00"
4110,6601090100,广告费-咨询设计费,CNY,,                  0.00,                  0.00,359588.17,0.0,"            359,588.17"
4110,6601091000,广告费-分众广告及制作费,CNY,,                  0.00,                  0.00,941835.97,0.0,"            941,835.97"
4110,6601091100,广告费-卖场广告及制作费,CNY,,                  0.00,                  0.00,127358.49,0.0,"            127,358.49"
4110,6601091400,广告费-网络广告及制作费,CNY,,                  0.00,                  0.00,990931.27,0.0,"            990,931.27"
4110,6601091500,广告费-户外大牌及制作费,CNY,,                  0.00,                  0.00,280000.0,0.0,"            280,000.00"
4110,6601099900,广告费-其他,CNY,,                  0.00,                  0.00,711591.47,0.0,"            711,591.47"
4110,6601100200,宣传费-宣传品,CNY,,                  0.00,                  0.00,976917.64,74671.92,"            902,245.72"
4110,6601100300,宣传费-路演,CNY,,                  0.00,                  0.00,355007.4,0.0,"            355,007.40"
4110,6601109900,宣传费-宣传费其他,CNY,,                  0.00,                  0.00,3545950.27,86.89,"          3,545,863.38"
4110,6601110000,退料损失费,CNY,,                  0.00,                  0.00,72437.89,8089.83,"             64,348.06"
4110,6601120000,售后服务费,CNY,,                  0.00,                  0.00,46542.68,1169.35,"             45,373.33"
4110,6601130100,市场调研费-内部,CNY,,                  0.00,                  0.00,161.43,0.0,                161.43
4110,6601140101,促销费用-终端促销-促销物料,CNY,,                  0.00,                  0.00,2748557.67,0.01,"          2,748,557.66"
4110,6601140106,促销费用-终端促销-买赠,CNY,,                  0.00,                  0.00,1177273.87,135233.35,"          1,042,040.52"
4110,6601140107,促销费用-终端促销-促销人员费用,CNY,,                  0.00,                  0.00,6205339.18,0.0,"          6,205,339.18"
4110,6601140202,促销费用-中间促销-条码、进场费,CNY,,                  0.00,                  0.00,237.92,0.0,                237.92
4110,6601140204,促销费用-中间促销-管理费,CNY,,                  0.00,                  0.00,26737530.45,0.0,"         26,737,530.45"
4110,6601140299,促销费用-中间促销-其他,CNY,,                  0.00,                  0.00,2520407.5,0.0,"          2,520,407.50"
4110,6601160100,汽车费用-油料费,CNY,,                  0.00,                  0.00,23911.25,0.0,"             23,911.25"
4110,6601160200,汽车费用-过路过桥费,CNY,,                  0.00,                  0.00,6460.84,0.0,"              6,460.84"
4110,6601160500,汽车费用-修理费,CNY,,                  0.00,                  0.00,5503.53,0.0,"              5,503.53"
4110,6601160900,汽车费用-保险费,CNY,,                  0.00,                  0.00,6830.4,0.0,"              6,830.40"
4110,6601170000,租赁费,CNY,,                  0.00,                  0.00,387179.11,0.0,"            387,179.11"
4110,6601180000,水费,CNY,,                  0.00,                  0.00,1099421.37,1782.67,"          1,097,638.70"
4110,6601190000,电费,CNY,,                  0.00,                  0.00,4284152.59,3266.03,"          4,280,886.56"
4110,6601230000,劳动保护费,CNY,,                  0.00,                  0.00,51485.61,0.0,"             51,485.61"
4110,6601240000,中介机构费,CNY,,                  0.00,                  0.00,644857.14,0.0,"            644,857.14"
4110,6601250000,业务招待费,CNY,,                  0.00,                  0.00,57310.81,0.0,"             57,310.81"
4110,6601260000,会员费及会务费,CNY,,                  0.00,                  0.00,7389.88,0.0,"              7,389.88"
4110,6601270000,环境保护费,CNY,,                  0.00,                  0.00,499915.96,0.0,"            499,915.96"
4110,6601290000,无形资产摊销,CNY,,                  0.00,                  0.00,499890.69,0.0,"            499,890.69"
4110,6601300000,存货盘盈盘亏毁损报废,CNY,,                  0.00,                  0.00,-33225.31,0.0,"-33,225.31"
4110,6601320000,财产保险费,CNY,,                  0.00,                  0.00,13207.55,0.0,"             13,207.55"
4110,6601330000,试验检验费,CNY,,                  0.00,                  0.00,1662215.45,128661.44,"          1,533,554.01"
4110,6601340100,技术研发费-直接材料费,CNY,,                  0.00,                  0.00,856389.36,73228.48,"            783,160.88"
4110,6601340200,技术研发费-直接能耗费,CNY,,                  0.00,                  0.00,12319.82,0.0,"             12,319.82"
4110,6601340700,技术研发费-工资,CNY,,                  0.00,                  0.00,1215548.65,0.0,"          1,215,548.65"
4110,6601340800,技术研发费-基本养老保险,CNY,,                  0.00,                  0.00,153658.5,0.0,"            153,658.50"
4110,6601340900,技术研发费-基本医疗保险,CNY,,                  0.00,                  0.00,62458.24,0.0,"             62,458.24"
4110,6601341000,技术研发费-失业保险费,CNY,,                  0.00,                  0.00,6583.95,0.0,"              6,583.95"
4110,6601341100,技术研发费-工伤保险费,CNY,,                  0.00,                  0.00,5485.12,0.0,"              5,485.12"
4110,6601341200,技术研发费-生育保险费,CNY,,                  0.00,                  0.00,13847.66,0.0,"             13,847.66"
4110,6601341400,技术研发费-住房公积金,CNY,,                  0.00,                  0.00,18747.62,0.0,"             18,747.62"
4110,6601341500,技术研发费-试验试制费,CNY,,                  0.00,                  0.00,19216.06,0.0,"             19,216.06"
