公司,SAKNR,TXT50,货币,DMBTR_DEBIT,DMBTR_CREDIT,前一期间的余额,DMBTR_DEBIT_1,DMBTR_CREDIT_1,累计余额
4390,1405020000,库存商品-外购商品,CNY,5456003.49,0.0,"125,940,322.70",127220871.6,4175454.59,
4390,1405999998,产成品差异-物料账,CNY,535992256.31,0.0,"9,713,351.19",16778388.08,528927219.42,
4390,1405999999,产成品差异,CNY,-535992256.31,0.0,"16,586,340.93",9521304.04,-528927219.42,
4390,1407000000,自制半成品,CNY,1888034.25,0.0,"448,365,412.29",448054250.57,2199195.97,
4390,1407999998,半成品差异-物料账,CNY,266955503.94,0.0,"41,170,067.10",35865622.4,272259948.64,
4390,1407999999,半成品差异,CNY,-266955503.94,0.0,"34,398,955.51",39703400.21,-272259948.64,
4390,1408000000,委托加工物资-结转,CNY,-5601393.98,0.0,"111,772.65",303484.32,-5793105.65,
4390,1408010000,委托加工物资-材料,CNY,5601393.98,0.0,"179,225.33",0.0,5780619.31,
4390,1408020000,委托加工物资-加工费,CNY,0.0,0.0,"124,258.99",111772.65,12486.34,
4390,1410000000,包装物,CNY,8259635.09,0.0,"62,989,260.26",60758520.64,10490374.71,
4390,1411020000,周转材料,CNY,992201.39,0.0,"1,583,479.47",1516275.26,1059405.6,
4390,1533010000,使用权资产,CNY,4629119.33,0.0,"922,250.88",0.0,5551370.21,
4390,1533020000,累计折旧-使用权资产,CNY,-3077775.87,0.0,0.00,374738.18,-3452514.05,
4390,1601010000,固定资产-生产用房屋及建筑物,CNY,158221655.41,0.0,0.00,0.0,158221655.41,
4390,1601020000,固定资产-非生产用房屋建筑物,CNY,62062964.17,0.0,0.00,0.0,62062964.17,
4390,1601040000,固定资产-其他房屋建筑物,CNY,23499979.25,0.0,0.00,0.0,23499979.25,
4390,1601050000,固定资产-机器设备,CNY,438784158.61,0.0,"412,256.64",0.0,439196415.25,
4390,1601060000,固定资产-运输设备,CNY,1672607.66,0.0,"999,439.37",682049.74,1989997.29,
4390,1601070000,固定资产-器具及办公家俱,CNY,1949213.62,0.0,0.00,0.0,1949213.62,
4390,1601080000,固定资产-电子设备,CNY,35557893.96,0.0,"3,018,549.08",862140.17,37714302.87,
4390,1601090000,固定资产-品控检验设备,CNY,7036930.11,0.0,0.00,0.0,7036930.11,
4390,1601100000,固定资产-其他设备,CNY,3762580.63,0.0,"175,704.22",0.0,3938284.85,
4390,1601110000,固定资产-辅助专用设备,CNY,7331230.03,0.0,"548,938.05",0.0,7880168.08,
4390,1602010000,累计折旧-房屋及建筑物,CNY,-40556581.51,0.0,0.00,1791055.28,-42347636.79,
4390,1602020000,累计折旧-非生产用房屋建筑物,CNY,-13896380.65,0.0,0.00,387712.23,-14284092.88,
4390,1602040000,累计折旧-其他房屋建筑物,CNY,-10109854.19,0.0,0.00,457867.39,-10567721.58,
4390,1602050000,累计折旧-机器设备,CNY,-309159805.39,0.0,0.00,13641363.9,-322801169.29,
4390,1602060000,累计折旧-运输设备,CNY,-1054138.46,0.0,"647,947.25",106070.38,-512261.59,
4390,1602070000,累计折旧-器具及办公家俱,CNY,-1798923.08,0.0,0.00,13977.77,-1812900.85,
4390,1602080000,累计折旧-电子设备,CNY,-28766781.08,0.0,"764,406.07",1517558.8,-29519933.81,
4390,1602090000,累计折旧-品控检验设备,CNY,-5820388.37,0.0,0.00,102420.51,-5922808.88,
4390,1602100000,累计折旧-其他设备,CNY,-2549871.05,0.0,0.00,162269.03,-2712140.08,
4390,1602110000,累计折旧-辅助专用设备,CNY,-2147900.17,0.0,0.00,246094.82,-2393994.99,
4390,1603020000,固定资产-减值准备-非生产用房屋建筑物,CNY,-18063464.84,0.0,0.00,0.0,-18063464.84,
4390,1603050000,固定资产-减值准备-机器设备,CNY,-5637734.28,0.0,0.00,0.0,-5637734.28,
4390,1604000000,在建工程,CNY,121162.04,0.0,"1,079,770.50",0.0,1200932.54,
4390,1606000000,固定资产清理,CNY,0.0,0.0,"168,837.40",168837.4,0.0,
4390,1701010000,无形资产-专利权,CNY,9609120.22,0.0,0.00,0.0,9609120.22,
4390,1701050000,无形资产-土地使用权,CNY,40725940.36,0.0,0.00,0.0,40725940.36,
4390,1701070000,无形资产-软件,CNY,35277612.55,0.0,"24,952.83",0.0,35302565.38,
4390,1702010000,累计摊销-专利权,CNY,-9609120.22,0.0,0.00,0.0,-9609120.22,
4390,1702050000,累计摊销-土地使用权,CNY,-9774559.6,0.0,0.00,457121.31,-10231680.91,
4390,1702070000,累计摊销-软件,CNY,-14545121.26,0.0,0.00,1213215.86,-15758337.12,
4390,1703070000,无形资产-减值准备-软件,CNY,-2230284.41,0.0,0.00,0.0,-2230284.41,
4390,1801010000,长期待摊费用-装修及转让费,CNY,93632.93,0.0,"171,012.38",38362.67,226282.64,
4390,1811010000,递延所得税资产-坏账准备-应收账款,CNY,1763525.25,0.0,"7,627.41",0.0,1771152.66,
4390,1811020000,递延所得税资产-坏账准备-其他应收款,CNY,164440.16,0.0,"12,581.45",0.0,177021.61,
4390,1811030000,递延所得税资产-固定资产减值准备,CNY,3555179.87,0.0,0.00,0.0,3555179.87,
4390,1811040000,递延所得税资产-无形资产减值准备,CNY,334542.66,0.0,0.00,0.0,334542.66,
4390,1811070000,递延所得税资产-租赁负债,CNY,197936.48,0.0,"52,376.51",0.0,250312.99,
4390,1901010000,待处理财产损溢-待处理流动资产损溢,CNY,0.0,0.0,"987,996.62",987996.62,0.0,
4390,2201030000,应付票据-国内信用证,CNY,-31530877.8,0.0,0.00,2227788.09,-33758665.89,
4390,2202010000,应付账款-应付货款,CNY,-140698295.76,0.0,"616,272,014.12",661082607.37,-185508889.01,
4390,2202030100,应付账款-暂估GR/IR,CNY,-13343606.8,0.0,"624,982,143.03",632241653.32,-20603117.09,
4390,2202040000,内部往来-负债,CNY,-12865.38,0.0,0.00,0.0,-12865.38,
4390,2203010000,预收账款-预收货款,CNY,-1210.37,0.0,680.64,1131.04,-1660.77,
4390,2204020000,租赁负债-租赁付款额,CNY,-1388175.17,0.0,"1,276,615.10",1763409.47,-1874969.54,
4390,2204030000,租赁负债-未确认融资费用,CNY,68598.63,0.0,"56,878.26",26204.1,99272.79,
4390,2211010000,应付职工薪酬-短期薪酬-工资,CNY,-12826027.56,0.0,"47,119,453.69",43436077.48,-9142651.35,
4390,2211020000,应付职工薪酬-短期薪酬-职工福利费,CNY,0.0,0.0,"1,601,914.04",1601914.04,0.0,
4390,2211030100,短期薪酬-社会保险费-基本医疗保险费,CNY,0.0,0.0,"1,990,962.75",1990962.75,0.0,
4390,2211030200,短期薪酬-社会保险费-基本养老保险费,CNY,0.0,0.0,"4,249,159.20",4249159.2,0.0,
4390,2211030400,短期薪酬-社会保险费-失业保险费,CNY,0.0,0.0,"159,401.62",159401.62,0.0,
4390,2211030500,短期薪酬-社会保险费-工伤保险费,CNY,0.0,0.0,"187,042.21",187042.21,0.0,
4390,2211030600,短期薪酬-社会保险费-生育保险费,CNY,0.0,0.0,"212,624.64",212624.64,0.0,
4390,2211039900,短期薪酬-社会保险费-综合保险费,CNY,0.0,0.0,"128,867.93",128867.93,0.0,
4390,2211040000,应付职工薪酬-短期薪酬-住房公积金,CNY,0.0,0.0,"1,056,108.31",1056108.31,0.0,
4390,2211050000,应付职工薪酬-短期薪酬-工会经费,CNY,-2507635.25,0.0,"1,131,741.48",950098.51,-2325992.28,
4390,2211060000,应付职工薪酬-短期薪酬-职工教育经费,CNY,-3130633.27,0.0,"379,587.32",712573.97,-3463619.92,
4390,2211070100,短期薪酬-非货币性福利-自产品发放,CNY,0.0,0.0,"162,922.65",162922.65,0.0,
4390,2211070200,短期薪酬-非货币性福利-外购商品发放,CNY,0.0,0.0,"14,329.43",14329.43,0.0,
4390,2211080000,应付职工薪酬-辞退福利,CNY,0.0,0.0,"66,631.00",66631.0,0.0,
4390,2221010000,应交税费-应交企业所得税,CNY,-2002168.09,0.0,"7,711,061.75",6444146.68,-735253.02,
4390,2221020000,应交税费-应交个人所得税,CNY,-134584.9,0.0,"761,581.64",739449.76,-112453.02,
4390,2221030101,应交税费-应交增值税-进项税额（17%）,CNY,396688980.72,0.0,0.00,0.0,396688980.72,
4390,2221030102,应交税费-应交增值税-进项税额（13%）,CNY,560387121.47,0.0,"33,495,217.32",1512878.81,592369459.98,
4390,2221030104,应交税费-应交增值税-进项税额（6%）,CNY,60290224.54,0.0,"3,980,689.07",0.0,64270913.61,
4390,2221030106,应交税费-应交增值税-进项税额（3%）,CNY,7761532.23,0.0,"196,033.18",0.0,7957565.41,
4390,2221030107,应交税费-应交增值税-进项税额（11%）,CNY,40161373.06,0.0,0.00,0.0,40161373.06,
4390,2221030108,应交税费-应交增值税-进项税额（5%）,CNY,607108.72,0.0,"8,813.59",0.0,615922.31,
4390,2221030109,应交税费-应交增值税-进项税额（10%）,CNY,29410753.9,0.0,0.00,0.0,29410753.9,
4390,2221030110,应交税费-应交增值税-进项税额（16%）,CNY,85451268.5,0.0,0.00,0.0,85451268.5,
4390,2221030111,应交税费-应交增值税-进项税额（9%）,CNY,313499283.73,0.0,"23,766,239.08",0.0,337265522.81,
4390,2221030112,应交税费-应交增值税进项税-交通费9%,CNY,133512.45,0.0,914.51,0.0,134426.96,
4390,2221030113,应交税费-应交增值税进项税-交通费3%,CNY,7324.58,0.0,416.02,0.0,7740.6,
4390,2221030201,应交税费-应交增值税-销项税额（17%）,CNY,-433994469.93,0.0,0.00,0.0,-433994469.93,
4390,2221030202,应交税费-应交增值税-销项税额（13%）,CNY,-759338965.68,0.0,"6,946,775.95",50666366.59,-803058556.32,
4390,2221030204,应交税费-应交增值税-销项税额（6%）,CNY,-799852.21,0.0,0.00,20126.38,-819978.59,
4390,2221030205,应交税费-应交增值税-销项税额（3%）,CNY,25370.48,0.0,0.00,0.0,25370.48,
4390,2221030206,应交税费-应交增值税-销项税额（11%）,CNY,-41283634.39,0.0,0.00,0.0,-41283634.39,
4390,2221030207,应交税费-应交增值税-销项税额（5%）,CNY,-2380.95,0.0,0.00,0.0,-2380.95,
4390,2221030208,应交税费-应交增值税-销项税额（16%）,CNY,-115427570.93,0.0,0.00,0.0,-115427570.93,
4390,2221030209,应交税费-应交增值税-销项税额（10%）,CNY,-45413649.5,0.0,0.00,0.0,-45413649.5,
4390,2221030210,应交税费-应交增值税-销项税额（9%）,CNY,-494804222.81,0.0,"9,607,720.22",47131453.04,-532327955.63,
4390,2221030400,应交税费-应交增值税（转出未交增值税）,CNY,413063696.67,0.0,"21,511,032.80",0.0,434574729.47,
4390,2221030500,应交税费-应交增值税（转出多交增值税）,CNY,-10561557.08,0.0,0.00,0.0,-10561557.08,
4390,2221030600,应交税费-应交增值税（进项税额转出）,CNY,-7186927.57,0.0,0.00,264076.92,-7451004.49,
4390,2221030700,应交税费-应交增值税（减免税款）,CNY,1325680.0,0.0,"81,050.00",0.0,1406730.0,
4390,2221040000,应交税费-未交增值税,CNY,1197764.12,0.0,"15,542,441.62",21511032.8,-4770827.06,
4390,2221060000,应交税费-应交城市维护建设税,CNY,82205.44,0.0,"1,092,555.91",1511445.8,-336684.45,
4390,2221080000,应交税费-应交房产税,CNY,0.0,0.0,"1,129,551.94",940819.35,188732.59,
4390,2221090000,应交税费-应交土地使用税,CNY,0.0,0.0,"354,725.91",295604.9,59121.01,
4390,2221110000,应交税费-教育费附加,CNY,35230.89,0.0,"468,238.26",647762.48,-144293.33,
4390,2221120000,应交税费-地方教育费附加,CNY,23487.26,0.0,"312,158.83",431841.65,-96195.56,
4390,2221140000,应交税费-水利基金,CNY,-5000.0,0.0,"4,976.18",-23.82,0.0,
4390,2221150000,应交税费-印花税,CNY,-244578.24,0.0,"446,100.87",394875.23,-193352.6,
4390,2221250000,应交税费-应交环境保护税,CNY,-9712.82,0.0,"17,280.58",28000.0,-20432.24,
4390,2231000000,应付利息,CNY,-37400.0,0.0,"64,900.00",27500.0,0.0,
4390,2241010000,其他应付款-员工,CNY,1878949.02,0.0,"19,364,483.11",16818543.69,4424888.44,
4390,2241030000,其他应付款-送奶员押金,CNY,-2441697.5,0.0,"628,771.36",323385.68,-2136311.82,
4390,2241040000,其他应付款-内部往来,CNY,606335053.46,0.0,"1,326,199,491.12",1264034602.66,668499941.92,
4390,2241060000,其他应付款-养餐配送保证金,CNY,-149157.92,0.0,0.00,0.0,-149157.92,
4390,2241070000,其他应付款-其他,CNY,-110320563.18,0.0,"29,877,997.67",56457974.62,-136900540.13,
4390,2241080000,其他应付款-考核基金,CNY,-108550.0,0.0,"152,280.00",276190.0,-232460.0,
4390,2241090000,其他应付款-保证金,CNY,2157247.48,0.0,"264,673.07",825488.07,1596432.48,
4390,2241140000,其他应付款-工程设备质保金,CNY,-1132758.34,0.0,"344,908.04",125776.52,-913626.82,
4390,2401000000,递延收益-政府补助,CNY,-15743350.66,0.0,"1,912,969.90",0.0,-13830380.76,
4390,2901010000,递延所得税负债-使用权资产,CNY,-232701.52,0.0,0.00,54321.17,-287022.69,
4390,4001000000,实收资本（股本）,CNY,-157000000.0,0.0,0.00,0.0,-157000000.0,
4390,4002010000,资本公积-资本（股本）溢价,CNY,-98531700.0,0.0,0.00,0.0,-98531700.0,
4390,4101010000,盈余公积-法定盈余公积,CNY,-78883364.53,0.0,0.00,0.0,-78883364.53,
4390,4104080000,利润分配-未分配利润,CNY,-364355779.81,0.0,0.00,0.0,-364355779.81,
4390,5001010000,生产成本-原辅料,CNY,0.0,0.0,"248,213,325.02",1934.77,248211390.25,
4390,5001020000,生产成本-包装物,CNY,0.0,0.0,"59,160,107.93",10688.1,59149419.83,
4390,5001030000,生产成本-成品,CNY,0.0,0.0,"2,544,218.22",363237750.65,-360693532.43,
4390,5001040000,生产成本-半成品,CNY,0.0,0.0,"486,219,691.53",481695880.35,4523811.18,
4390,6001000000,主营业务收入,CNY,0.0,0.0,"159,995,835.90",899511306.16,-739515470.26,
4390,6051010000,其他业务收入-废旧物资收入,CNY,0.0,0.0,0.00,255547.23,-255547.23,
4390,6051030000,其他业务收入-销售材料收入,CNY,0.0,0.0,"43,450.46",1539298.33,-1495847.87,
4390,6051070000,其他业务收入-出租固定资产,CNY,0.0,0.0,0.00,751816.52,-751816.52,
4390,6051140000,其他业务收入-非乳制品销售收入,CNY,0.0,0.0,"180,120.98",4474349.51,-4294228.53,
4390,6051990000,其他业务收入-其他,CNY,0.0,0.0,0.00,1769243.81,-1769243.81,
4390,6101000000,公允价值变动损益,CNY,0.0,0.0,"175,073.00",110175.25,64897.75,
4390,6301010000,营业外收入-罚没收入,CNY,0.0,0.0,0.00,77450.0,-77450.0,
4390,6301990000,营业外收入-其他,CNY,0.0,0.0,0.00,37584.44,-37584.44,
4390,6401000000,主营业务成本,CNY,0.0,0.0,"533,228,977.91",45715216.36,487513761.55,
4390,6402020000,其他业务成本-材料销售成本,CNY,0.0,0.0,"1,825,400.74",41983.35,1783417.39,
4390,6402090000,其他业务成本-非乳制品销售成本,CNY,0.0,0.0,"4,252,167.02",1767.89,4250399.13,
4390,6402990000,其他业务成本-其他,CNY,0.0,0.0,"755,257.07",0.0,755257.07,
4390,6405010000,税金及附加,CNY,0.0,0.0,"4,250,325.59",0.0,4250325.59,
4390,6501020000,价格重估差异,CNY,0.0,0.0,"57,398,336.89",57398336.89,0.0,
4390,6501040100,其他收益-政府补助,CNY,0.0,0.0,0.00,2238965.08,-2238965.08,
4390,6501050000,资产处置收益-固定资产,CNY,0.0,0.0,"42,499.49",-13524.65,56024.14,
4390,6501050200,资产处置收益-使用权资产,CNY,0.0,0.0,"-18,784.03",3940.97,-22725.0,
4390,6601010100,工资,CNY,0.0,0.0,"43,328,917.61",0.0,43328917.61,
4390,6601010200,职工福利,CNY,0.0,0.0,"1,781,118.96",1952.84,1779166.12,
4390,6601010300,工会经费,CNY,0.0,0.0,"950,098.51",0.0,950098.51,
4390,6601010400,职工教育经费,CNY,0.0,0.0,"712,573.97",0.0,712573.97,
4390,6601010501,基本医疗保险费,CNY,0.0,0.0,"1,985,407.10",0.0,1985407.1,
4390,6601010502,基本养老保险费,CNY,0.0,0.0,"4,237,307.20",0.0,4237307.2,
4390,6601010504,失业保险费,CNY,0.0,0.0,"158,957.17",0.0,158957.17,
4390,6601010505,工伤保险费,CNY,0.0,0.0,"186,523.66",0.0,186523.66,
4390,6601010506,生育保险费,CNY,0.0,0.0,"212,032.04",0.0,212032.04,
4390,6601010507,综合保险费,CNY,0.0,0.0,"128,867.93",0.0,128867.93,
4390,6601010600,住房公积金,CNY,0.0,0.0,"1,052,603.31",0.0,1052603.31,
4390,6601010700,辞退福利,CNY,0.0,0.0,"66,631.00",0.0,66631.0,
4390,6601020000,办公费,CNY,0.0,0.0,"91,257.79",0.0,91257.79,
4390,6601030000,修理费,CNY,0.0,0.0,"5,575,300.25",37469.29,5537830.96,
4390,6601040000,差旅费,CNY,0.0,0.0,"1,796,429.99",0.0,1796429.99,
4390,6601050100,邮电费-邮寄费,CNY,0.0,0.0,"52,031.35",0.0,52031.35,
4390,6601050200,邮电费-手机费,CNY,0.0,0.0,"96,178.92",0.0,96178.92,
4390,6601050300,邮电费-座机费,CNY,0.0,0.0,"15,827.52",0.0,15827.52,
4390,6601060000,物料及低值易耗品,CNY,0.0,0.0,"3,326,770.44",4312.98,3322457.46,
4390,6601070000,折旧费,CNY,0.0,0.0,"18,115,458.72",0.0,18115458.72,
4390,6601080110,运输费-仓储,CNY,0.0,0.0,"1,145,165.05",0.0,1145165.05,
4390,6601080200,运输费-外部,CNY,0.0,0.0,"50,061,014.29",0.0,50061014.29,
4390,6601080300,运输费-装卸费,CNY,0.0,0.0,"727,726.39",0.0,727726.39,
4390,6601090100,广告费-咨询设计费,CNY,0.0,0.0,"14,679,699.91",0.0,14679699.91,
4390,6601090600,广告费-灯箱广告及制作费,CNY,0.0,0.0,"166,981.14",0.0,166981.14,
4390,6601091000,广告费-分众广告及制作费,CNY,0.0,0.0,"2,586,168.86",0.0,2586168.86,
4390,6601091300,广告费-形象代言费,CNY,0.0,0.0,"520,642.63",0.0,520642.63,
4390,6601091400,广告费-网络广告及制作费,CNY,0.0,0.0,"2,206,417.60",0.0,2206417.6,
4390,6601091500,广告费-户外大牌及制作费,CNY,0.0,0.0,"688,173.59",0.0,688173.59,
4390,6601099700,广告费-语音广告,CNY,0.0,0.0,"283,018.87",0.0,283018.87,
4390,6601100200,宣传费-宣传品,CNY,0.0,0.0,"67,953.14",0.0,67953.14,
4390,6601100300,宣传费-路演,CNY,0.0,0.0,"165,037.85",0.0,165037.85,
4390,6601100400,宣传费-招商展销及制作费,CNY,0.0,0.0,"93,396.22",0.0,93396.22,
4390,6601109900,宣传费-宣传费其他,CNY,0.0,0.0,"3,601,344.86",0.0,3601344.86,
4390,6601120000,售后服务费,CNY,0.0,0.0,"122,053.96",827.11,121226.85,
4390,6601130100,市场调研费-内部,CNY,0.0,0.0,"2,961.79",0.0,2961.79,
4390,6601130200,市场调研费-外部,CNY,0.0,0.0,"55,660.38",0.0,55660.38,
4390,6601140101,促销费用-终端促销-促销物料,CNY,0.0,0.0,"2,157,258.65",0.02,2157258.63,
4390,6601140103,促销费用-终端促销-品尝,CNY,0.0,0.0,"977,498.69",12509.1,964989.59,
4390,6601140106,促销费用-终端促销-买赠,CNY,0.0,0.0,"3,896,784.96",91373.46,3805411.5,
4390,6601140107,促销费用-终端促销-促销人员费用,CNY,0.0,0.0,"13,259.98",0.0,13259.98,
4390,6601140108,促销费用-终端促销-临时促销人员费用,CNY,0.0,0.0,600.79,0.0,600.79,
4390,6601140199,促销费用-终端促销-其他,CNY,0.0,0.0,"137,785.37",0.0,137785.37,
4390,6601140201,促销费用-中间促销-有奖及特殊陈列,CNY,0.0,0.0,"4,613,682.23",0.0,4613682.23,
4390,6601140202,促销费用-中间促销-条码、进场费,CNY,0.0,0.0,"435,949.50",0.0,435949.5,
4390,6601140204,促销费用-中间促销-管理费,CNY,0.0,0.0,"43,599,627.04",0.0,43599627.04,
4390,6601140206,促销费用-中间促销-劳务费支持,CNY,0.0,0.0,"53,972.96",0.0,53972.96,
4390,6601140299,促销费用-中间促销-其他,CNY,0.0,0.0,"625,114.13",0.0,625114.13,
4390,6601160200,汽车费用-过路过桥费,CNY,0.0,0.0,"5,166.90",0.0,5166.9,
4390,6601160300,汽车费用-洗车费,CNY,0.0,0.0,"3,200.00",0.0,3200.0,
4390,6601160400,汽车费用-停车费,CNY,0.0,0.0,"1,326.53",0.0,1326.53,
4390,6601160500,汽车费用-修理费,CNY,0.0,0.0,"2,797.68",0.0,2797.68,
4390,6601160900,汽车费用-保险费,CNY,0.0,0.0,"23,087.16",0.0,23087.16,
4390,6601170000,租赁费,CNY,0.0,0.0,"919,063.36",0.0,919063.36,
4390,6601180000,水费,CNY,0.0,0.0,"593,842.67",0.0,593842.67,
4390,6601190000,电费,CNY,0.0,0.0,"4,570,042.67",0.0,4570042.67,
4390,6601230000,劳动保护费,CNY,0.0,0.0,"28,240.30",0.0,28240.3,
4390,6601240000,中介机构费,CNY,0.0,0.0,"2,407,545.05",0.0,2407545.05,
4390,6601250000,业务招待费,CNY,0.0,0.0,"90,817.20",0.0,90817.2,
4390,6601260000,会员费及会务费,CNY,0.0,0.0,"192,896.02",0.0,192896.02,
4390,6601270000,环境保护费,CNY,0.0,0.0,"1,082,470.07",0.0,1082470.07,
4390,6601290000,无形资产摊销,CNY,0.0,0.0,"1,670,337.17",0.0,1670337.17,
4390,6601300000,存货盘盈盘亏毁损报废,CNY,0.0,0.0,"244,296.81",0.0,244296.81,
4390,6601330000,试验检验费,CNY,0.0,0.0,"1,245,426.37",9163.08,1236263.29,
4390,6601340100,技术研发费-直接材料费,CNY,0.0,0.0,"629,655.89",817.25,628838.64,
4390,6601340200,技术研发费-直接能耗费,CNY,0.0,0.0,"218,127.16",0.0,218127.16,
4390,6601340700,技术研发费-工资,CNY,0.0,0.0,"107,159.87",0.0,107159.87,
4390,6601340800,技术研发费-基本养老保险,CNY,0.0,0.0,"11,852.00",0.0,11852.0,
4390,6601340900,技术研发费-基本医疗保险,CNY,0.0,0.0,"5,555.65",0.0,5555.65,
4390,6601341000,技术研发费-失业保险费,CNY,0.0,0.0,444.45,0.0,444.45,
4390,6601341100,技术研发费-工伤保险费,CNY,0.0,0.0,518.55,0.0,518.55,
4390,6601341200,技术研发费-生育保险费,CNY,0.0,0.0,592.60,0.0,592.6,
4390,6601341400,技术研发费-住房公积金,CNY,0.0,0.0,"3,505.00",0.0,3505.0,
4390,6601341500,技术研发费-试验试制费,CNY,0.0,0.0,"84,416.04",0.0,84416.04,
4390,6601350000,装修及转让费,CNY,0.0,0.0,"38,362.67",0.0,38362.67,
4390,6601360000,周转材料费,CNY,0.0,0.0,"1,516,275.26",0.0,1516275.26,
4390,6601380000,商标专利费,CNY,0.0,0.0,"23,260.00",0.0,23260.0,
4390,6601400400,项目经费-差旅费,CNY,0.0,0.0,"3,465.96",0.0,3465.96,
4390,6601400700,项目经费-出版/文献/信息传播/知识产权,CNY,0.0,0.0,"15,207.00",0.0,15207.0,
4390,6601400900,项目经费-专家咨询费,CNY,0.0,0.0,"189,612.92",0.0,189612.92,
4390,6601410000,动力能耗费,CNY,0.0,0.0,"4,441,824.43",0.0,4441824.43,
4390,6601420000,招聘费,CNY,0.0,0.0,"44,695.96",0.0,44695.96,
4390,6601530000,劳务费,CNY,0.0,0.0,"7,102,907.75",0.0,7102907.75,
4390,6601540000,服务费,CNY,0.0,0.0,"998,583.52",0.0,998583.52,
4390,6601550000,物业费,CNY,0.0,0.0,"55,765.71",0.0,55765.71,
4390,6601560100,平台推广服务费-广宣,CNY,0.0,0.0,"3,238.70",0.0,3238.7,
4390,6601560200,平台推广服务费-其他,CNY,0.0,0.0,"9,345,005.79",0.0,9345005.79,
4390,6601570100,运营服务费-基础运营,CNY,0.0,0.0,"1,782,446.12",0.0,1782446.12,
4390,6601570200,运营服务费-增值运营,CNY,0.0,0.0,"498,594.58",0.0,498594.58,
4390,6601570300,运营服务费-三方代运营,CNY,0.0,0.0,"1,822,219.77",0.0,1822219.77,
4390,6601570400,运营服务费-其他,CNY,0.0,0.0,"101,909.99",0.0,101909.99,
4390,6601990000,其他费用,CNY,0.0,0.0,"1,276,564.99",0.0,1276564.99,
