帐目表,Trs,评估分组代码,KONTS,ValCl,KONTH,KONTH_1
4000,BSX,4010,nan,7923,1405010000,1405010000
4000,BSX,4010,nan,7925,1405010000,1405010000
4000,BSX,4020,nan,3000,1403010000,1403010000
4000,BSX,4020,nan,3040,1410000000,1410000000
4000,BSX,4020,nan,3050,1403020000,1403020000
4000,BSX,4020,nan,3051,1403020000,1403020000
4000,BSX,4020,nan,3400,1403020000,1403020000
4000,BSX,4020,nan,3500,1412000000,1412000000
4000,BSX,4020,nan,7900,1407000000,1407000000
4000,BSX,4020,nan,7901,1405020000,1405020000
4000,BSX,4020,nan,7920,1405010000,1405010000
4000,BSX,4020,nan,7921,1405020000,1405020000
4000,BSX,4020,nan,7922,1405020000,1405020000
4000,BSX,4020,nan,7923,1405010000,1405010000
4000,BSX,4020,nan,7924,1405020000,1405020000
4000,BSX,4020,nan,7925,1405010000,1405010000
4000,BSX,4020,nan,7927,1403010000,1403010000
4000,BSX,4020,nan,7928,1405010000,1405010000
4000,BSX,4030,nan,3000,1403010000,1403010000
4000,BSX,4030,nan,3040,1410000000,1410000000
4000,BSX,4030,nan,3050,1403020000,1403020000
4000,BSX,4030,nan,3400,1403020000,1403020000
4000,BSX,4030,nan,3500,1412000000,1412000000
4000,BSX,4030,nan,7900,1407000000,1407000000
4000,BSX,4030,nan,7901,1405020000,1405020000
4000,BSX,4030,nan,7920,1405010000,1405010000
4000,BSX,4030,nan,7921,1405020000,1405020000
4000,BSX,4030,nan,7922,1405020000,1405020000
4000,BSX,4030,nan,7925,1405010000,1405010000
4000,BSX,4030,nan,7928,1405010000,1405010000
4000,BSX,4040,nan,3000,1403010000,1403010000
4000,BSX,4040,nan,3040,1410000000,1410000000
4000,BSX,4040,nan,3050,1403020000,1403020000
4000,BSX,4040,nan,3500,1412000000,1412000000
4000,BSX,4040,nan,7900,1407000000,1407000000
4000,BSX,4040,nan,7901,1405020000,1405020000
4000,BSX,4040,nan,7920,1405010000,1405010000
4000,BSX,4040,nan,7921,1405020000,1405020000
4000,BSX,4040,nan,7926,1405010000,1405010000
4000,BSX,4050,nan,3000,1403010000,1403010000
4000,BSX,4050,nan,3040,1410000000,1410000000
4000,BSX,4050,nan,3050,1403020000,1403020000
4000,BSX,4050,nan,3400,1403020000,1403020000
4000,BSX,4050,nan,3500,1412000000,1412000000
4000,BSX,4050,nan,7901,1405020000,1405020000
4000,BSX,4050,nan,7921,1405020000,1405020000
4000,BSX,4060,nan,3040,1410000000,1410000000
4000,BSX,4060,nan,3100,1405020000,1405020000
4000,BSX,4070,nan,3040,1410000000,1410000000
4000,BSX,4070,nan,3400,1403020000,1403020000
4000,BSX,4070,nan,3401,1403020000,1403020000
4000,BSX,4070,nan,7921,1405020000,1405020000
4000,BSX,4070,nan,7922,1405020000,1405020000
4000,BSX,4090,nan,3000,1403010000,1403010000
4000,BSX,4090,nan,3050,1403020000,1403020000
4000,BSX,4090,nan,3500,1412000000,1412000000
4000,BSX,4090,nan,7920,1405010000,1405010000
4000,BSX,4090,nan,7926,1405010000,1405010000
4000,BSX,4100,nan,3000,1403010000,1403010000
4000,BSX,4100,nan,3040,1410000000,1410000000
4000,BSX,4100,nan,3050,1403020000,1403020000
4000,BSX,4100,nan,3400,1403020000,1403020000
4000,BSX,4100,nan,3500,1412000000,1412000000
4000,BSX,4100,nan,7900,1407000000,1407000000
4000,BSX,4100,nan,7901,1405020000,1405020000
4000,BSX,4100,nan,7920,1405010000,1405010000
4000,BSX,4100,nan,7921,1405020000,1405020000
4000,BSX,4100,nan,7922,1405020000,1405020000
4000,BSX,4100,nan,7924,1405020000,1405020000
4000,BSX,4100,nan,7925,1405010000,1405010000
4000,BSX,4100,nan,7927,1403010000,1403010000
4000,BSX,4100,nan,7928,1405010000,1405010000
4000,BSX,4110,nan,3000,1403010000,1403010000
4000,BSX,4110,nan,3040,1410000000,1410000000
4000,BSX,4110,nan,3050,1403020000,1403020000
4000,BSX,4110,nan,3400,1403020000,1403020000
4000,BSX,4110,nan,3500,1412000000,1412000000
4000,BSX,4110,nan,7900,1407000000,1407000000
4000,BSX,4110,nan,7901,1405020000,1405020000
4000,BSX,4110,nan,7920,1405010000,1405010000
4000,BSX,4110,nan,7921,1405020000,1405020000
4000,BSX,4110,nan,7922,1405020000,1405020000
4000,BSX,4110,nan,7923,1405010000,1405010000
4000,BSX,4110,nan,7924,1405020000,1405020000
4000,BSX,4110,nan,7925,1405010000,1405010000
4000,BSX,4110,nan,7927,1403010000,1403010000
4000,BSX,4110,nan,7928,1405010000,1405010000
4000,BSX,4120,nan,3000,1403010000,1403010000
4000,BSX,4120,nan,3040,1410000000,1410000000
4000,BSX,4120,nan,3050,1403020000,1403020000
4000,BSX,4120,nan,3400,1403020000,1403020000
4000,BSX,4120,nan,3500,1412000000,1412000000
4000,BSX,4120,nan,7900,1407000000,1407000000
4000,BSX,4120,nan,7901,1405020000,1405020000
4000,BSX,4120,nan,7920,1405010000,1405010000
4000,BSX,4120,nan,7921,1405020000,1405020000
4000,BSX,4120,nan,7922,1405020000,1405020000
4000,BSX,4120,nan,7923,1405010000,1405010000
4000,BSX,4120,nan,7924,1405020000,1405020000
4000,BSX,4120,nan,7925,1405010000,1405010000
4000,BSX,4120,nan,7927,1403010000,1403010000
4000,BSX,4120,nan,7928,1405010000,1405010000
4000,BSX,4130,nan,3000,1403010000,1403010000
4000,BSX,4130,nan,3040,1410000000,1410000000
4000,BSX,4130,nan,3050,1403020000,1403020000
4000,BSX,4130,nan,3400,1403020000,1403020000
4000,BSX,4130,nan,3500,1412000000,1412000000
4000,BSX,4130,nan,7900,1407000000,1407000000
4000,BSX,4130,nan,7901,1405020000,1405020000
4000,BSX,4130,nan,7920,1405010000,1405010000
4000,BSX,4130,nan,7921,1405020000,1405020000
4000,BSX,4130,nan,7922,1405020000,1405020000
4000,BSX,4130,nan,7923,1405010000,1405010000
4000,BSX,4130,nan,7924,1405020000,1405020000
4000,BSX,4130,nan,7925,1405010000,1405010000
4000,BSX,4130,nan,7927,1403010000,1403010000
4000,BSX,4130,nan,7928,1405010000,1405010000
4000,BSX,4140,nan,3000,1403010000,1403010000
4000,BSX,4140,nan,3040,1410000000,1410000000
4000,BSX,4140,nan,3050,1403020000,1403020000
4000,BSX,4140,nan,3400,1403020000,1403020000
4000,BSX,4140,nan,3500,1412000000,1412000000
4000,BSX,4140,nan,7900,1407000000,1407000000
4000,BSX,4140,nan,7901,1405020000,1405020000
4000,BSX,4140,nan,7920,1405010000,1405010000
4000,BSX,4140,nan,7921,1405020000,1405020000
4000,BSX,4140,nan,7928,1405010000,1405010000
4000,BSX,4150,nan,3000,1403010000,1403010000
4000,BSX,4150,nan,3040,1410000000,1410000000
4000,BSX,4150,nan,3050,1403020000,1403020000
4000,BSX,4150,nan,3400,1403020000,1403020000
4000,BSX,4150,nan,3500,1412000000,1412000000
4000,BSX,4150,nan,7900,1407000000,1407000000
4000,BSX,4150,nan,7901,1405020000,1405020000
4000,BSX,4150,nan,7920,1405010000,1405010000
4000,BSX,4150,nan,7921,1405020000,1405020000
4000,BSX,4150,nan,7922,1405020000,1405020000
4000,BSX,4150,nan,7923,1405010000,1405010000
4000,BSX,4150,nan,7924,1405020000,1405020000
4000,BSX,4150,nan,7925,1405010000,1405010000
4000,BSX,4150,nan,7927,1403010000,1403010000
4000,BSX,4150,nan,7928,1405010000,1405010000
4000,BSX,4170,nan,3000,1403010000,1403010000
4000,BSX,4170,nan,3040,1410000000,1410000000
4000,BSX,4170,nan,3050,1403020000,1403020000
4000,BSX,4170,nan,3400,1403020000,1403020000
4000,BSX,4170,nan,3500,1412000000,1412000000
4000,BSX,4170,nan,7900,1407000000,1407000000
4000,BSX,4170,nan,7901,1405020000,1405020000
4000,BSX,4170,nan,7920,1405010000,1405010000
4000,BSX,4170,nan,7921,1405020000,1405020000
4000,BSX,4170,nan,7924,1405020000,1405020000
4000,BSX,4170,nan,7928,1405010000,1405010000
4000,BSX,4180,nan,3000,1403010000,1403010000
4000,BSX,4180,nan,3040,1410000000,1410000000
4000,BSX,4180,nan,3050,1403020000,1403020000
4000,BSX,4180,nan,3400,1403020000,1403020000
4000,BSX,4180,nan,3500,1412000000,1412000000
4000,BSX,4180,nan,7900,1407000000,1407000000
4000,BSX,4180,nan,7901,1405020000,1405020000
4000,BSX,4180,nan,7920,1405010000,1405010000
4000,BSX,4180,nan,7921,1405020000,1405020000
4000,BSX,4180,nan,7922,1405020000,1405020000
4000,BSX,4180,nan,7923,1405010000,1405010000
4000,BSX,4180,nan,7924,1405020000,1405020000
4000,BSX,4180,nan,7925,1405010000,1405010000
4000,BSX,4180,nan,7927,1403010000,1403010000
4000,BSX,4180,nan,7928,1405010000,1405010000
4000,BSX,4220,nan,3000,1403010000,1403010000
4000,BSX,4220,nan,3040,1410000000,1410000000
4000,BSX,4220,nan,3050,1403020000,1403020000
4000,BSX,4220,nan,3400,1403020000,1403020000
4000,BSX,4220,nan,3500,1412000000,1412000000
4000,BSX,4220,nan,7900,1407000000,1407000000
4000,BSX,4220,nan,7901,1405020000,1405020000
4000,BSX,4220,nan,7920,1405010000,1405010000
4000,BSX,4220,nan,7921,1405020000,1405020000
4000,BSX,4220,nan,7926,1405010000,1405010000
4000,BSX,4230,nan,3000,1403010000,1403010000
4000,BSX,4230,nan,3040,1410000000,1410000000
4000,BSX,4230,nan,3050,1403020000,1403020000
4000,BSX,4230,nan,3500,1412000000,1412000000
4000,BSX,4230,nan,7900,1407000000,1407000000
4000,BSX,4230,nan,7901,1405020000,1405020000
4000,BSX,4230,nan,7920,1405010000,1405010000
4000,BSX,4230,nan,7921,1405020000,1405020000
4000,BSX,4230,nan,7926,1405010000,1405010000
4000,BSX,4240,nan,3000,1403010000,1403010000
4000,BSX,4240,nan,3040,1410000000,1410000000
4000,BSX,4240,nan,3050,1403020000,1403020000
4000,BSX,4240,nan,3500,1412000000,1412000000
4000,BSX,4240,nan,7900,1407000000,1407000000
4000,BSX,4240,nan,7901,1405020000,1405020000
4000,BSX,4240,nan,7920,1405010000,1405010000
4000,BSX,4240,nan,7921,1405020000,1405020000
4000,BSX,4250,nan,3000,1403010000,1403010000
4000,BSX,4250,nan,3040,1410000000,1410000000
4000,BSX,4250,nan,3050,1403020000,1403020000
4000,BSX,4250,nan,3500,1412000000,1412000000
4000,BSX,4250,nan,7900,1407000000,1407000000
4000,BSX,4250,nan,7901,1405020000,1405020000
4000,BSX,4250,nan,7920,1405010000,1405010000
4000,BSX,4250,nan,7921,1405020000,1405020000
4000,BSX,4250,nan,7926,1405010000,1405010000
4000,BSX,4260,nan,3000,1403010000,1403010000
4000,BSX,4260,nan,3040,1410000000,1410000000
4000,BSX,4260,nan,3050,1403020000,1403020000
4000,BSX,4260,nan,3500,1412000000,1412000000
4000,BSX,4260,nan,7900,1407000000,1407000000
4000,BSX,4260,nan,7901,1405020000,1405020000
4000,BSX,4260,nan,7920,1405010000,1405010000
4000,BSX,4260,nan,7921,1405020000,1405020000
4000,BSX,4300,nan,3100,1405020000,1405020000
4000,BSX,4310,nan,3000,1403010000,1403010000
4000,BSX,4310,nan,3040,1410000000,1410000000
4000,BSX,4310,nan,3050,1403020000,1403020000
4000,BSX,4310,nan,3500,1412000000,1412000000
4000,BSX,4310,nan,7900,1407000000,1407000000
4000,BSX,4310,nan,7901,1405020000,1405020000
4000,BSX,4310,nan,7920,1405010000,1405010000
4000,BSX,4310,nan,7921,1405020000,1405020000
4000,BSX,4350,nan,3000,1403010000,1403010000
4000,BSX,4350,nan,3050,1403020000,1403020000
4000,BSX,4350,nan,3500,1412000000,1412000000
4000,BSX,4350,nan,7920,1405010000,1405010000
4000,BSX,4350,nan,7926,1405010000,1405010000
4000,BSX,4370,nan,3000,1403010000,1403010000
4000,BSX,4370,nan,3040,1410000000,1410000000
4000,BSX,4370,nan,3050,1403020000,1403020000
4000,BSX,4370,nan,7900,1407000000,1407000000
4000,BSX,4370,nan,7901,1405020000,1405020000
4000,BSX,4370,nan,7920,1405010000,1405010000
4000,BSX,4370,nan,7921,1405020000,1405020000
4000,BSX,4370,nan,7926,1405010000,1405010000
4000,BSX,4380,nan,3000,1403010000,1403010000
4000,BSX,4380,nan,3040,1410000000,1410000000
4000,BSX,4380,nan,3050,1403020000,1403020000
4000,BSX,4380,nan,3500,1412000000,1412000000
4000,BSX,4380,nan,7900,1407000000,1407000000
4000,BSX,4380,nan,7901,1405020000,1405020000
4000,BSX,4380,nan,7920,1405010000,1405010000
4000,BSX,4380,nan,7921,1405020000,1405020000
4000,BSX,4380,nan,7926,1405010000,1405010000
4000,BSX,4410,nan,3000,1403010000,1403010000
4000,BSX,4410,nan,3040,1410000000,1410000000
4000,BSX,4410,nan,3050,1403020000,1403020000
4000,BSX,4410,nan,3400,1403020000,1403020000
4000,BSX,4410,nan,3500,1412000000,1412000000
4000,BSX,4410,nan,7900,1407000000,1407000000
4000,BSX,4410,nan,7901,1405020000,1405020000
4000,BSX,4410,nan,7920,1405010000,1405010000
4000,BSX,4410,nan,7921,1405020000,1405020000
4000,BSX,4410,nan,7922,1405020000,1405020000
4000,BSX,4410,nan,7924,1405020000,1405020000
4000,BSX,4420,nan,3000,1403010000,1403010000
4000,BSX,4420,nan,3040,1410000000,1410000000
4000,BSX,4420,nan,3050,1403020000,1403020000
4000,BSX,4420,nan,3100,1405020000,1405020000
4000,BSX,4420,nan,3400,1403020000,1403020000
4000,BSX,4420,nan,3500,1412000000,1412000000
4000,BSX,4460,nan,3000,1403010000,1403010000
4000,BSX,4460,nan,3050,1403020000,1403020000
4000,BSX,4460,nan,3500,1412000000,1412000000
4000,BSX,4460,nan,7920,1405010000,1405010000
4000,BSX,4460,nan,7926,1405010000,1405010000
4000,BSX,4470,nan,3000,1403010000,1403010000
4000,BSX,4470,nan,3050,1403020000,1403020000
4000,BSX,4470,nan,3500,1412000000,1412000000
4000,BSX,4470,nan,7920,1405010000,1405010000
4000,BSX,4470,nan,7926,1405010000,1405010000
4000,BSX,4480,nan,3000,1403010000,1403010000
4000,BSX,4480,nan,3040,1410000000,1410000000
4000,BSX,4480,nan,3050,1403020000,1403020000
4000,BSX,4480,nan,3400,1403020000,1403020000
4000,BSX,4480,nan,3500,1412000000,1412000000
4000,BSX,4480,nan,7900,1407000000,1407000000
4000,BSX,4480,nan,7901,1405020000,1405020000
4000,BSX,4480,nan,7920,1405010000,1405010000
4000,BSX,4480,nan,7921,1405020000,1405020000
4000,BSX,4480,nan,7922,1405020000,1405020000
4000,BSX,4480,nan,7923,1405010000,1405010000
4000,BSX,4480,nan,7925,1405010000,1405010000
4000,BSX,4510,nan,3000,1403010000,1403010000
4000,BSX,4510,nan,3040,1410000000,1410000000
4000,BSX,4510,nan,3050,1403020000,1403020000
4000,BSX,4510,nan,3400,1403020000,1403020000
4000,BSX,4510,nan,7900,1407000000,1407000000
4000,BSX,4510,nan,7901,1405020000,1405020000
4000,BSX,4510,nan,7920,1405010000,1405010000
4000,BSX,4510,nan,7921,1405020000,1405020000
4000,BSX,4510,nan,7922,1405020000,1405020000
4000,BSX,4510,nan,7923,1405010000,1405010000
4000,BSX,4510,nan,7924,1405020000,1405020000
4000,BSX,4510,nan,7925,1405010000,1405010000
4000,BSX,4510,nan,7926,1405010000,1405010000
4000,BSX,4510,nan,7927,1403010000,1403010000
4000,BSX,4510,nan,7928,1405010000,1405010000
4000,BSX,4520,nan,3000,1403010000,1403010000
4000,BSX,4520,nan,3001,1403010000,1403010000
4000,BSX,4520,nan,3002,1403010000,1403010000
4000,BSX,4520,nan,3003,1403010000,1403010000
4000,BSX,4520,nan,3040,1410000000,1410000000
4000,BSX,4520,nan,3050,1403020000,1403020000
4000,BSX,4520,nan,3400,1403020000,1403020000
4000,BSX,4520,nan,7900,1407000000,1407000000
4000,BSX,4520,nan,7901,1405020000,1405020000
4000,BSX,4520,nan,7920,1405010000,1405010000
4000,BSX,4520,nan,7921,1405020000,1405020000
4000,BSX,4520,nan,7922,1405020000,1405020000
4000,BSX,4520,nan,7923,1405010000,1405010000
4000,BSX,4520,nan,7924,1405020000,1405020000
4000,BSX,4520,nan,7925,1405010000,1405010000
4000,BSX,4520,nan,7927,1403010000,1403010000
4000,BSX,4520,nan,7928,1405010000,1405010000
4000,BSX,4530,nan,3000,1403010000,1403010000
4000,BSX,4530,nan,3050,1403020000,1403020000
4000,BSX,4530,nan,3500,1412000000,1412000000
4000,BSX,4530,nan,7920,1405010000,1405010000
4000,BSX,4530,nan,7926,1405010000,1405010000
4000,BSX,4540,nan,3050,1403020000,1403020000
4000,BSX,4540,nan,3400,1403020000,1403020000
4000,BSX,4540,nan,7921,1405020000,1405020000
4000,BSX,4540,nan,7924,1405020000,1405020000
4000,BSX,4580,nan,3000,1403010000,1403010000
4000,BSX,4580,nan,3001,1403010000,1403010000
4000,BSX,4580,nan,3002,1403010000,1403010000
4000,BSX,4580,nan,3003,1403010000,1403010000
4000,BSX,4580,nan,3040,1410000000,1410000000
4000,BSX,4580,nan,3050,1403020000,1403020000
4000,BSX,4580,nan,3400,1403020000,1403020000
4000,BSX,4580,nan,7900,1407000000,1407000000
4000,BSX,4580,nan,7901,1405020000,1405020000
4000,BSX,4580,nan,7920,1405010000,1405010000
4000,BSX,4580,nan,7921,1405020000,1405020000
4000,BSX,4580,nan,7922,1405020000,1405020000
4000,BSX,4580,nan,7923,1405010000,1405010000
4000,BSX,4580,nan,7924,1405020000,1405020000
4000,BSX,4580,nan,7925,1405010000,1405010000
4000,BSX,4580,nan,7928,1405010000,1405010000
4000,BSX,4610,nan,3040,1410000000,1410000000
4000,BSX,4610,nan,3400,1403020000,1403020000
4000,BSX,4610,nan,7921,1405020000,1405020000
4000,BSX,4620,nan,3000,1403010000,1403010000
4000,BSX,4620,nan,3050,1403020000,1403020000
4000,BSX,4620,nan,3500,1412000000,1412000000
4000,BSX,4620,nan,7920,1405010000,1405010000
4000,BSX,4620,nan,7926,1405010000,1405010000
4000,BSX,4670,nan,3000,1403010000,1403010000
4000,BSX,4670,nan,3040,1410000000,1410000000
4000,BSX,4670,nan,3050,1403020000,1403020000
4000,BSX,4670,nan,3500,1412000000,1412000000
4000,BSX,4670,nan,7900,1407000000,1407000000
4000,BSX,4670,nan,7901,1405020000,1405020000
4000,BSX,4670,nan,7920,1405010000,1405010000
4000,BSX,4670,nan,7921,1405020000,1405020000
4000,BSX,4670,nan,7925,1405010000,1405010000
4000,BSX,4670,nan,7926,1405010000,1405010000
4000,BSX,4680,nan,3000,1403010000,1403010000
4000,BSX,4680,nan,3040,1410000000,1410000000
4000,BSX,4680,nan,3050,1403020000,1403020000
4000,BSX,4680,nan,3400,1403020000,1403020000
4000,BSX,4680,nan,3500,1412000000,1412000000
4000,BSX,4680,nan,7900,1407000000,1407000000
4000,BSX,4680,nan,7901,1405020000,1405020000
4000,BSX,4680,nan,7920,1405010000,1405010000
4000,BSX,4680,nan,7921,1405020000,1405020000
4000,BSX,4680,nan,7922,1405020000,1405020000
4000,BSX,4680,nan,7923,1405010000,1405010000
4000,BSX,4680,nan,7924,1405020000,1405020000
4000,BSX,4680,nan,7925,1405010000,1405010000
4000,BSX,4680,nan,7928,1405010000,1405010000
4000,BSX,4690,nan,3000,1403010000,1403010000
4000,BSX,4690,nan,3040,1410000000,1410000000
4000,BSX,4690,nan,3050,1403020000,1403020000
4000,BSX,4690,nan,3100,1405020000,1405020000
4000,BSX,4690,nan,3400,1403020000,1403020000
4000,BSX,4690,nan,7920,1405010000,1405010000
4000,BSX,4710,nan,3000,1403010000,1403010000
4000,BSX,4710,nan,3050,1403020000,1403020000
4000,BSX,4710,nan,3500,1412000000,1412000000
4000,BSX,4710,nan,7920,1405010000,1405010000
4000,BSX,4710,nan,7926,1405010000,1405010000
4000,BSX,4730,nan,3100,1405020000,1405020000
4000,BSX,4740,nan,3000,1403010000,1403010000
4000,BSX,4740,nan,3050,1403020000,1403020000
4000,BSX,4740,nan,3400,1403020000,1403020000
4000,BSX,4740,nan,7920,1405010000,1405010000
4000,BSX,4750,nan,3000,1403010000,1403010000
4000,BSX,4750,nan,3050,1403020000,1403020000
4000,BSX,4750,nan,3400,1403020000,1403020000
4000,BSX,4750,nan,7920,1405010000,1405010000
4000,BSX,4770,nan,3000,1403010000,1403010000
4000,BSX,4770,nan,3040,1410000000,1410000000
4000,BSX,4770,nan,3050,1403020000,1403020000
4000,BSX,4770,nan,3400,1403020000,1403020000
4000,BSX,4770,nan,7920,1405010000,1405010000
4000,BSX,4800,nan,3000,1403010000,1403010000
4000,BSX,4800,nan,3040,1410000000,1410000000
4000,BSX,4800,nan,3050,1403020000,1403020000
4000,BSX,4800,nan,3400,1403020000,1403020000
4000,BSX,4800,nan,7921,1405020000,1405020000
